,Standing screen display size,Max Screen Resolution,Processor,RAM,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Average Battery Life (in hours),Price,Brand,Series,Item model number,Operating System,Item Weight,Product Dimensions,Item Dimensions  LxWxH,Color,Processor Brand,Processor Count,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Optical Drive Type,Power Source,Batteries,Screen Resolution,Hardware Platform,Hard Drive Rotational Speed,Graphics Card Ram Size,Rear Webcam Resolution,Voltage,Package Dimensions,National Stock Number,Manufacturer,ASIN,Date First Available
1592,15.6 Inches,1920 x 1080 Pixels,1.8 GHz apple_ci7,8 GB DDR4,1.8 GHz,256 GB Flash Memory Solid State,Intel UHD Graphics 620,Intel,Integrated,,,,,1249.99,Dell,H48F7,5510,Windows 10 Pro,6.19 pounds,9.3 x 14.14 x 0.88 inches,9.3 x 14.14 x 0.88 inches,,Intel,1,DDR4 SDRAM,256,,No Optical Drive,,,1920 x 1080,PC,,,,,,,,,
1593,13.4 Inches,3840 x 2400 Pixels,3 GHz core_i7,16 GB,4267 MHz,1 TB SSD,Intel Iris Xe Graphics,Intel,Integrated,"Bluetooth, 802.11ax",,,,1800.0,Dell,Dell XPS 13 9310,Dell XPS 9310,Windows 10 Home,2.8 pounds,11.64 x 7.82 x 0.58 inches,11.64 x 7.82 x 0.58 inches,,Intel,4,DDR4 SDRAM,,Serial ATA,,Battery Powered,,3840 x 2400,PC,,,,,,,,,
1594,15.6 Inches,3840 x 2160,4.5 GHz apple_ci7,32 GB DDR4,4.5 GHz,Flash Memory Solid State,,NVIDIA,Dedicated,Bluetooth,,3,8 Hours,3799.99,Acer,CN715-71P-770L,NX.C4PAA.001,Windows 10 Pro,2.2 pounds,14.11 x 10.04 x 0.7 inches,14.11 x 10.04 x 0.7 inches,,Intel,6,DDR4 SDRAM,2,USB,No Optical Drive,Battery Powered,1 Lithium ion batteries required. (included),,,,,,,,,,,
1595,14 Inches,1366 x 768 Pixels,1.1 GHz intel_celeron_d,4 GB DDR4,,32 GB SSD,Intel HD Graphics,Intel,Integrated,802.11ac,,,,278.0,ASUS,ASUS Chromebook,ASUS Chromebook,Chrome OS,3 pounds,12.6 x 8 x 0.6 inches,12.6 x 8 x 0.6 inches,Grey,Intel,2,DDR4 SDRAM,32 GB,Solid State,,Battery Powered,,,PC,,,,,,,,,
1596,13.3 Inches,,4 GHz intel_core_duo,8 GB DDR3,1866 MHz,256 GB flash_memory_solid_state,Intel HD Graphics,Intel,Integrated,802.11a/b/g/n/ac,,,,1295.99,Dell,Dell Xps,9360-0029,Windows 10 Home,2.64 pounds,7.87 x 0.59 x 11.97 inches,7.87 x 0.59 x 11.97 inches,,Intel,2,DDR3 SDRAM,256 GB,Solid State,,Battery Powered,1 Lithium Polymer batteries required. (included),,PC,,,,7.6 Volts,,,,,
1597,15.6 Inches,1920 x 1080,1.8 GHz core_i7,8 GB DDR4,1.8 GHz,512 GB flash_memory_solid_state,,Intel,,,,,,899.99,HP,HP Envy,5XK97UA,Windows 10 Home,5.52 pounds,18 x 12 x 3.5 inches,18 x 12 x 3.5 inches,Silver,Intel,4,DDR4 SDRAM,512 GB,,,Battery Powered,1 Lithium ion batteries required. (included),1920 x 1080,Windows,,,,,,,,,
1598,15.6 Inches,1920 x 1080,,8 GB DDR4,,512 GB,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,Bluetooth,,,,949.0,ASUS,,FX505GT-BI5N7,Windows 10 Home,4.85 pounds,14.2 x 10.3 x 1.1 inches,14.2 x 10.3 x 1.1 inches,,Intel,4,DDR4 SDRAM,512 GB,,,,1 Lithium ion batteries required.,,,,,,,,,,,
1599,15.6 Inches,1920 x 1080 Pixels,3.5 GHz ryzen_3,8 GB DDR4,3.5 GHz,256 GB mechanical_hard_drive,AMD,Intel,,,,,10 Hours,559.99,Acer,Acer Aspire,Aspire 5,Windows 10 S,3.96 pounds,14.31 x 9.86 x 0.71 inches,14.31 x 9.86 x 0.71 inches,Silver,AMD,4,DDR4 SDRAM,,USB 3.2,,Battery Powered,1 Lithium ion batteries required.,,PC,,,,,,,,,
1600,15.6 Inches,1920x1080 Pixels,1 GHz,8 GB DDR4,,256 GB SSD,Intel UHD Graphics,Intel,,"Bluetooth, 802.11abg",1,,6 Hours,580.0,Dell,Inspiron 3501-5573BLK,3501-5573BLK,Windows 10,3.9 pounds,9.8 x 0.9 x 14.3 inches,9.8 x 0.9 x 14.3 inches,Black,Intel,4,DDR4 SDRAM,256 GB,Solid State,,Battery Powered,,1920 x 1080,PC,,,1 MP,,,,,,
1601,15.6 Inches,1920 x 1080,2.6 GHz core_i7,16 GB DDR4,2.6 GHz,512 GB SSD,NVIDIA GeForce RTX 2060,NVIDIA,Dedicated,802.11ac,,,,1699.99,Dell,G5 15,G5590,Windows 10,6.13 pounds,,,Black,Intel,6,DDR4 SDRAM,512 GB,Solid State,,Battery Powered,1 Lithium Polymer batteries required.,1920x1080,PC,,6 GB,,,18.94 x 13.35 x 2.91 inches,,,,
1602,14 Inches,3840 x 2160,1.1 GHz core_i7,16 GB GDDR5,2133 MHz,1 TB SSD,NVIDIA GeForce GTX 1650,Intel,Dedicated,"Bluetooth, 802.11a",2,1,,1256.98,MSI,PRESTIGE14214,PRESTIGE14214,Windows 10 Pro,8.82 pounds,,,,Intel,2,,1,Ethernet,,,,3840 x 2160,,,,,,15.79 x 12.44 x 6.26 inches,,,,
1603,14 Inches,,celeron,4 GB SDRAM,2.48 GHz,64 GB emmc,,Intel,,Bluetooth,,,,279.0,ASUS,E406SA-SB01,90NB0HK1-M00060,,2.9 pounds,3 x 15.2 x 10.75 inches,3 x 15.2 x 10.75 inches,,,2,DDR SDRAM,64 GB,,,Battery Powered,1 Lithium ion batteries required.,,,,,,,,,,,
1604,14 Inches,1920 x 1080 Pixels,2.6 GHz apple_ci5,8 GB,,512 GB SSD,Integrated Intel Iris Xe Graphics,Intel,,Bluetooth,,,,1495.0,Dell,Latitude 7420,Latitude 7420,Windows 10 Pro,4.82 pounds,,,,Intel,4,DDR4 SDRAM,512 GB,ESATA,,,,,PC,,,,,15.39 x 13.58 x 2.83 inches,,,,
1605,,3840 x 2160 Pixels,1.3 GHz,16 GB,,1 TB,Dedicated,NVIDIA,,,,,,1009.0,Lenovo,Flex 5,Flex 5,Windows 10 Pro,7 pounds,4 x 15 x 15 inches,4 x 15 x 15 inches,,Intel,1,DDR SDRAM,,Unknown,,,,,PC,,,,,,,,,
1606,15.6 Inches,1920 x 1080,2.4 GHz core_i9,32 GB SDRAM,,512 GB flash_memory_solid_state,NVIDIA GeForce RTX 2080,Intel,Dedicated,802.11a,2,2,,2699.99,Lenovo,Lenovo Thinkpad,20UR004HUS,Windows 10 Pro,0.035 ounces,,,,Intel,9,SDRAM,512,USB-C,BD-R,,1 Lithium ion batteries required.,1920 x 1080,,,,,,19.5 x 13.5 x 4.25 inches,,,,
1607,14 Inches,1920 x 1080,8032,,,flash_memory_solid_state,Integrated,Intel,Integrated,Bluetooth,,2,,1594.99,HP,HP EliteBook,7KK19UT,Windows 10,4.85 pounds,2 x 4 x 8 inches,2 x 4 x 8 inches,Black,Intel,1,Unknown,256,Solid State,No Optical Drive,,1 Lithium ion batteries required.,,PC,1 RPM,,,,,,,,
1608,14 Inches,1920 x 1080 Pixels,2.8 GHz core_i7_family,16 GB DDR4,2.8 GHz,512 GB SSD,Integrated Intel Iris Xe Graphics,Intel,Integrated,Bluetooth,,,,1650.0,Dell,Latitude 5420,Latitude 5420,Windows 10 Pro,5 pounds,,,,Intel,4,DDR4 SDRAM,,ESATA,,,,,PC,,,,,18 x 14 x 4 inches,,,,
1609,10.1 Inches,1280*800 Pixels,1.92 GHz a10_7700k,32 GB DDR3L,1.92 GHz,32 GB ssd,1,Intel,,802.11bgn,,,"5.0, 16.0, 4.0 Hours",218.86,Goldengulf,GG20826,GG20826,Windows,3.09 pounds,11.26 x 7.68 x 0.75 inches,11.26 x 7.68 x 0.75 inches,Blue,Intel,4,DDR3 SDRAM,2 GB,USB 2.0/3.0,,AC & Battery,1 Lithium ion batteries required. (included),1280x800,Windows,,,1.3 MP,,,,,,
1610,15.6 Inches,1366 x 768,2.2 GHz core_i3_family,12 GB DDR3,3.4 GHz,512 GB mechanical_hard_drive,Intel HD Graphics 620,Intel,"Integrated, Dedicated",802.11ac,1,3,7.5 Hours,655.0,Acer,Aspire,Aspire E series,Windows 10,7 pounds,19.13 x 14.25 x 4 inches,19.13 x 14.25 x 4 inches,,Intel,1,DDR3 SDRAM,12,Solid State,DVD+RW,Battery Powered,1 Lithium ion batteries required.,,PC,5400 RPM,4 MB,,,,,,,
1611,14 Inches,1366 x 768 Pixels,1.1 GHz celeron_n3350,4 GB DDR3,,64 GB SSD,Intel HD Graphics 500,Intel,Integrated,"Bluetooth, 802.11a/b/g/n/ac",,4,10 Hours,219.0,ASUS,ASUS,ASUS Chromebook,Chrome OS,2.7 pounds,13.5 x 8.4 x 0.8 inches,13.5 x 8.4 x 0.8 inches,Silver,Intel,2,DDR4 SDRAM,64 GB,Solid State,,Battery Powered,,,PC,,,,,,,,,
1612,14 Inches,1920 x 1080 Pixels,1.7 GHz apple_ci5,8 GB DDR4,,Flash Memory Solid State,,Intel,Integrated,,,,,1749.66,Dell,49VT6,7410,Windows 10 Pro,2.93 pounds,8.22 x 12.65 x 0.76 inches,8.22 x 12.65 x 0.76 inches,,Intel,1,DDR4 SDRAM,256,,No Optical Drive,,,,PC,,,,,,,,,
1613,13.3 Inches,1920 x 1080 Pixels,1.8 GHz,16 GB LPDDR3,1.8 GHz,512 GB flash_memory_solid_state,Integrated,Intel,Integrated,Bluetooth,,,,1349.0,Lenovo,ThinkPad X13 Yoga,ThinkPad X13 Yoga,Windows 10 Pro,2.76 pounds,4 x 15 x 15 inches,4 x 15 x 15 inches,,Intel,1,DDR SDRAM,,Unknown,,Battery Powered,,,PC,,,,,,,,,
1614,15.6 Inches,1920 x 1080 Pixels,1.6 GHz core_i5_10210u,8 GB DDR3,1.6 GHz,512 GB SSD,Intel UHD Graphics,Intel,,801.11ac,,2,,878.98,Lenovo,Yoga,C740,Windows 10 Home,4.18 pounds,14.09 x 9.27 x 0.72 inches,14.09 x 9.27 x 0.72 inches,Iron Grey,Intel,4,DDR4 SDRAM,,Solid State,,AC & Battery,1 Lithium ion batteries required. (included),1920x1080,PC,,,,,,,,,
1615,14 Inches,1366 x 768 Pixels,1.1 GHz celeron,4 GB DDR4,2.6 GHz,32 GB SSD,Integrated Intel UHD Graphics 600,Intel,,802.11ac,,,,429.0,HP,HP,HP 14B-,Chrome OS,4 pounds,12.76 x 8.9 x 0.74 inches,12.76 x 8.9 x 0.74 inches,White,Intel,2,DDR2 SDRAM,32 GB,Solid State,,AC & Battery,,1366 x 768,PC,,,,,,,,,
1616,15.6 Inches,1366x768 Pixels,1 GHz core_i5_family,8 GB,,256 GB SSD,Intel UHD Graphics,,,,,,,577.0,HP,8MM76UA,8MM76UA#ABA,Windows 10,3.75 pounds,14.11 x 9.53 x 0.7 inches,14.11 x 9.53 x 0.7 inches,Silver,Intel,4,DDR4 SDRAM,256 GB,Solid State,,Battery Powered,1 Lithium ion batteries required.,,PC,,,,,,,,,
1617,11.6 Inches,1366 x 768,celeron,4 GB,,,,,,,,,14 Hours,219.0,Dell,,VH5H8,Chrome OS,2.84 pounds,,,,Intel,4,,32,,,Battery Powered,,1366 x 768,,,,,,16.85 x 11.06 x 1.61 inches,,,,
1618,13.5 Inches,2256 x 1504 Pixels,4.2 GHz core_i5_family,8 GB DDR4,,128 GB ssd,,Intel,,802.11ac,,,,559.0,Acer,Acer Chromebook,Spin 713,Chrome OS,4 pounds,11 x 9 x 0.7 inches,11 x 9 x 0.7 inches,Grey,Intel,2,DDR DRAM,128 GB,Solid State,,,1 Lithium Metal batteries required.,,PC,,,,,,,,,
1619,14 Inches,1366 x 768,,16 GB DDR4,2.6 GHz,1 TB flash_memory_solid_state,Intel,Intel,Integrated,Bluetooth,,,,2999.0,AVENTIS,Panasonic Toughbook,,Windows 10,7.07 pounds,,,,Intel,1,DIMM,1 TB,,,,1 Lithium ion batteries required. (included),,,,,,,18.31 x 13.31 x 4.69 inches,,,,
1620,15.6 Inches,1920 x 1080 Pixels,1.8 GHz apple_ci7,16 GB DDR4,1.8 GHz,Flash Memory Solid State,Intel UHD Graphics 620,Intel,Integrated,,,,,1499.0,Dell,6VHCW,5510,Windows 10 Pro,3.96 pounds,9.3 x 14.14 x 0.88 inches,9.3 x 14.14 x 0.88 inches,,Intel,1,DDR SDRAM,512,,No Optical Drive,,3 AAA batteries required.,,PC,,,,,,,,,
1621,14 Inches,1920 x 1080 Pixels,2.1 GHz core_i3_10110u,8 GB SDRAM,2666 MHz,64 GB ssd,Intel UHD Graphics,Intel,Intel UHD Graphics,Bluetooth,,,,499.0,HP,,14cdx,Chrome OS,3.74 pounds,12.82 x 8.6 x 0.7 inches,12.82 x 8.6 x 0.7 inches,Silver,Intel,2,DDR4 SDRAM,64 GB,Solid State,,AC & Battery,,1920x1080,PC,,,,,,,,,
1622,15.6 Inches,1920 x 1080 Pixels,1.8 GHz core_i7,16 GB DDR4,1.8 GHz,512 GB SSD,NVIDIA Quadro P520,NVIDIA Quadro P520,Dedicated,,,,,1659.0,Lenovo,ThinkPad P15s Gen 1,20T4002KUS,Windows 10 Home,6.13 pounds,,,,Intel,1,DDR4 SDRAM,512 GB,Serial ATA,,,1 Lithium ion batteries required. (included),1920 x 1080,PC,,,,,19.17 x 13.11 x 2.95 inches,,,,
1623,15.6 Inches,1920 x 1080 Pixels,1.1 GHz celeron_n3350,4 GB LPDDR4,,32 GB SSD,HD Graphics 500,Intel,,Bluetooth,,,13 Hours,399.99,Oydisen,CB315-1HT-C4RY,CB315-1HT-C4RY,Chrome OS,3.97 pounds,15.1 x 10.1 x 0.79 inches,15.1 x 10.1 x 0.79 inches,Sparkly Silver,Intel,2,DDR4 SDRAM,32 GB,Solid State,,Battery Powered,,,PC,,,,,,,,,
1624,13.3 Inches,1920x1080 Pixels,2.1 GHz core_i3,4 GB DDR4,4.1 GHz,32 GB SSD,Integrated Intel UHD Graphics,Intel,Integrated,Bluetooth,,,,429.99,Lenovo,Lenovo Chromebook Flex 5,Lenovo Chromebook Flex 5,Chrome OS,2.97 pounds,12.2 x 8.43 x 0.67 inches,12.2 x 8.43 x 0.67 inches,Graphite Grey,Intel,2,DDR4 SDRAM,64 GB,Solid State,,Battery Powered,,,PC,,,,,,,,,
1625,14 Inches,1920 x 1080,1.8 GHz core_i7_family,16 GB LPDDR3,1.8 GHz,1 TB flash_memory_solid_state,Intel UHD Graphics 620,Intel,Integrated,802.11ac,,2,,2099.99,Lenovo,ThinkPad X1 Carbon 7th Gen Ultrabook,ThinkPad X1 Carbon 7th Gen,Windows 10 Pro,3 pounds,8.5 x 12.7 x 0.6 inches,8.5 x 12.7 x 0.6 inches,Black,Intel,1,SDRAM,1,Solid State,No Optical Drive,AC & Battery,1 Lithium ion batteries required.,1920 x 1080 pixels,PC,0.01,,,,,,,,
1626,15.6 Inches,,1.6 GHz core_i5,8 GB DDR,,256 GB flash_memory_solid_state,Intel HD Graphics 620,Intel,Integrated,802.11ac,,,6 Hours,699.99,Lenovo,Lenovo Ideapad,81BG008AUS,Windows 10 Home,4.81 pounds,14.9 x 10.2 x 0.9 inches,14.9 x 10.2 x 0.9 inches,,Intel,1,Unknown,256 GB,,,,1 Lithium Polymer batteries required.,,,,,,,,,,,
1627,14 Inches,1920 x 1080 Pixels,2.6 GHz core_i5_family,16 GB,,256 GB SSD,Integrated Intel UHD Graphics,Intel,,802.11ax,,,,1659.0,Dell,Latitude 5411,CVYW4,Windows 10 Pro,3.4 pounds,8.5 x 12.72 x 0.92 inches,8.5 x 12.72 x 0.92 inches,,Intel,1,DDR4 SDRAM,512,ESATA,,,1 Lithium ion batteries required. (included),,PC,,,,15.2 Volts,,,,,
1628,12.5 Inches,,3.9 GHz intel_core_duo,16 GB DDR,2400 MHz,512 GB SSD,Intel HD Graphics 620,Intel,Integrated,,,,,1259.99,Dell,Dell Latitude,Latitude 7280,Windows 10 Pro,2.51 pounds,8.66 x 12.6 x 1.38 inches,8.66 x 12.6 x 1.38 inches,,Intel,2,DDR SDRAM,512,Solid State,,,1 9V batteries required.,,PC,,,,19.5 Volts,,,,,
1629,15.6 Inches,1920 x 1080 Pixels,2.6 GHz core_i7,16 GB SO-DIMM,2.6 GHz,1 TB SSD,Nvidia Quadro T2000,NVIDIA,Dedicated,Bluetooth,,,,1149.0,Lenovo,P1,P1,Windows 10 Pro,8 pounds,,,,Intel,6,DDR4 SDRAM,,ESATA,,,1 9V batteries required. (included),,PC,,,,,18 x 14 x 4 inches,,,,
1630,17.3 Inches,3840 x 2160 Pixels,2.4 GHz core_i7_family,32 GB DDR4,3200 MHz,1 TB SSD,,NVIDIA,Dedicated,Bluetooth,,4,,3499.0,MSI,Creator 17 B11UH-238,Creator 17 B11UH-238,Windows 10 Pro,5.4 pounds,0.8 x 15.59 x 10.21 inches,0.8 x 15.59 x 10.21 inches,Core Black,Intel,8,DDR4 SDRAM,32,,No Optical Drive,,1 Lithium Polymer batteries required. (included),3840 x 2160 pixels,PC,,16 GB,,,,,,,
1631,15.6 Inches,1920 x 1080,8032,,,flash_memory_solid_state,Intel UHD Graphics 620,Intel,"Integrated, Dedicated",801.11ac,,,,1459.99,Dell,Dell Latitude,DG9ND,Windows 10 Pro,4.01 pounds,9.3 x 14.1 x 0.8 inches,9.3 x 14.1 x 0.8 inches,,,1,Unknown,512 GB,Unknown,,Battery Powered,1 Lithium Polymer batteries required. (included),,,,,,,,,,,
1632,13.4 Inches,3840 x 2400 Pixels,4.6 GHz core_i7_family,16 GB,,1 TB SSD,Integrated Intel® Iris® X Graphics,Intel,,Bluetooth,,,,1835.0,Dell,Dell XPS,9310,Windows 10 Pro,6.14 pounds,,,,Intel,4,DDR4 SDRAM,,Solid State,,,,,PC,,,,,14.57 x 10.47 x 4.02 inches,,,,
1633,14 Inches,1920 x 1080 Pixels,3 GHz core_i7_family,32 GB,,256 GB SSD,Integrated Intel Iris Xe Graphics,Intel,,,,,,2195.0,Dell,Latitude 7420,Latitude 7420,Windows 10 Pro,4.62 pounds,,,,Intel,4,GDDR4,,ESATA,,,,,PC,,,,,15.31 x 13.35 x 2.87 inches,,,,
1634,14 Inches,1366 x 768 Pixels,2.2 GHz A4_1250,4 GB LPDDR4,,32 GB SSD,RADEON R3,AMD,Integrated,"Bluetooth, 802.11b",,,,299.99,HP,HP Chromebook,HP Chromebook 14,Chrome OS,4 pounds,13.72 x 8.93 x 0.72 inches,13.72 x 8.93 x 0.72 inches,Navy,AMD,2,DDR4 SDRAM,32 GB,Solid State,,Battery Powered,,,PC,,,,,,,,,
1635,14 Inches,1366x768,1.1 GHz celeron,4 GB LPDDR4,,64 GB eMMC,Intel HD Graphics 500,Intel,Integrated,"Bluetooth, 802.11a",1,,10 Hours,259.0,ASUS,Chromebook,C423,Chrome OS,2.7 pounds,20 x 9 x 0.63 inches,20 x 9 x 0.63 inches,Silver,Intel,2,DDR4 SDRAM,64,ESATA,No,Battery Powered,,1366x768,PC,,,,,,,,,
1636,16 Inches,2560x1600 Pixels,4.4 GHz ryzen_7,32 GB DDR4,3200 MHz,1 TB SSD,NVIDIA GeForce RTX 3070 8GB GDDR6,,Dedicated,Bluetooth,,,,2499.99,Lenovo,Lenovo Legion,Lenovo Legion 5 Pro,Windows 10 Home,10.21 pounds,14.02 x 10.41 x 1.07 inches,14.02 x 10.41 x 1.07 inches,Black,AMD,8,DDR4 SDRAM,,Solid State,,Battery Powered,6 Lithium ion batteries required. (included),,PC,,,,,,,,,
1637,11.6 Inches,1366x768 Pixels,1.6 GHz celeron_n3060,4 GB LPDDR4,2.48 GHz,32 GB SSD,Intel HD Graphics 400,Intel,Integrated,Bluetooth,,,10 Hours,329.99,Oydisen,XE500C13-K04US,XE500C13-K04US,Chrome OS,2.6 pounds,11.33 x 7.96 x 0.7 inches,11.33 x 7.96 x 0.7 inches,Metallic Black,Intel,2,DDR4 SDRAM,16 GB,Solid State,,Battery Powered,,1366x768,PC,,,,,,,,,
1638,15.6 Inches,1920 x 1080 Pixels,2.5 GHz core_i5,8 GB DDR4,3200 MHz,256 GB SSD,,NVIDIA,Dedicated,Bluetooth,,3,,899.0,MSI,GF63 Thin 10UC-440,GF63 Thin 10UC-440,Windows 10 Home,4.1 pounds,0.85 x 14.13 x 9.99 inches,0.85 x 14.13 x 9.99 inches,Black,Intel,6,DDR4 SDRAM,8,Solid State,No Optical Drive,,1 Lithium Polymer batteries required. (included),1920 x 1080 pixels,PC,,4 GB,,,,,,,
1639,13.3 Inches,1920 x 1080 MP,2.6 GHz core_i5_family,16 GB LPDDR4,3200 MHz,256 GB SSD,Integrated Intel Iris Xe Graphics,Intel,,802.11ax,,,,1259.0,Dell,Latitude 5320,TM4V2,Windows 10 Pro,2.64 pounds,8.17 x 12.04 x 0.67 inches,8.17 x 12.04 x 0.67 inches,,Intel,4,DDR4 SDRAM,256,ESATA,,Battery Powered,,,PC,,,,15.2 Volts,,,Dell Computers,B08XNJXZ6P,"July 8, 2021"
1640,14 Inches,1920 x 1080 Pixels,2.5 GHz apple_ci5,8 GB DDR4,,256 GB Flash Memory Solid State,,Intel,Integrated,,,,,2012.16,Dell,Y2R8K,5411,Windows 10 Pro,3.4 pounds,8.5 x 12.72 x 0.92 inches,8.5 x 12.72 x 0.92 inches,,Intel,1,DDR4 SDRAM,256,,No Optical Drive,,,1920 x 1080,PC,,,,,,,,,
1641,14.1 Inches,1920x1080 Pixels,1.9 GHz core_i7,16 GB DDR4,2400 MHz,Flash Memory Solid State,Intel UHD Graphics 620,Intel,Integrated,802.11g,1,3,,1319.99,Dell,Dell Latitude,R5VYY,Windows 10 Pro,3.1 pounds,13 x 8.7 x 0.7 inches,13 x 8.7 x 0.7 inches,Black,Intel,1,Unknown,256,Unknown,,Corded Electric,1 Lithium ion batteries required. (included),,Unknown,,,,,,,,,
1642,13 Inches,,2.1 GHz core_i7,16 GB SDRAM,,512 GB flash_memory_solid_state,,Intel,Integrated,Bluetooth,2,2,,1802.57,Lenovo,Lenovo Thinkpad,20UN000EUS,Windows 10 Pro,3.6 pounds,8.2 x 11.5 x 0.7 inches,8.2 x 11.5 x 0.7 inches,,Intel,4,SDRAM,512,Solid State,BD-R,Battery Powered,1 9V batteries required.,,,,,,,,,,,
1643,13.5 Inches,2256 x 1504 Pixels,3.4 GHz core_i5_8250u,4 GB LPDDR3,,128 GB Flash Memory Solid State,8th Gen Intel (i5),Intel,Integrated,Bluetooth,,3,10 Hours,595.0,Acer,Acer Chromebook,CP713-1WN-53NF,Chrome OS,3.5 pounds,9.68 x 12.19 x 0.67 inches,9.68 x 12.19 x 0.67 inches,Steel Gray,Intel,4,DDR3 SDRAM,128,,,Battery Powered,1 Lithium Polymer batteries required. (included),,,,8 GB,,,,,,,
1644,15.6 Inches,1920 x 1080 Pixels,2.6 GHz core_i7,16 GB DDR4,2933 MHz,512 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,NVIDIA,Dedicated,Bluetooth,1,1,,1524.99,Lenovo,Legion 7,81YT0007US,Windows 10 Home,9.9 pounds,14.17 x 10.04 x 0.79 inches,14.17 x 10.04 x 0.79 inches,,Intel,1,DDR4 SDRAM,12,Solid State,No Optical Drive,Battery Powered,1 Lithium Polymer batteries required. (included),1920 x 1080,PC,,,,,,,,,
1645,15.6 Inches,1920 x 1080 Pixels,3200 hertz core_i5_family,,3200 MHz,Flash Memory Solid State,Intel Iris Plus Graphics,Intel,Integrated,Bluetooth,1,1,18.5 Hours,1349.99,LG,15Z90N-N.APS8U1,15Z90N-N.APS8U1,Windows 10 Pro,4.2 pounds,18.4 x 10.7 x 2.4 inches,18.4 x 10.7 x 2.4 inches,,Intel,1,DDR4 SDRAM,512,Thunderbolt 3,No Optical Drive,"Corded Electric, Battery Powered",2 Lithium ion batteries required. (included),1920 x 1080 pixels,,,8 GB,,120 Volts,,15Z90N-N.APS8U1,,,
1646,15.6 Inches,1920 x 1080 Pixels,2.6 GHz core_i7,16 GB DDR4,2933 MHz,1 TB SSD,NVidia RTX 2070 Super Max-Q,NVIDIA,Dedicated,Bluetooth,,,,1794.99,Lenovo,Legion 7,81YT005TUS,Windows 10,9.88 pounds,,,Gray,Intel,6,DDR4 SDRAM,1 TB,Solid State,,Battery Powered,1 Lithium Polymer batteries required. (included),1920x1080,PC,,,,,19.6 x 14.7 x 4.6 inches,,,,
1647,15.6 Inches,1920x1080 Pixels,1.6 GHz core_i5,8 GB DDR4,,256 GB SSD,Intel UHD Graphics 620,Intel,Integrated,802.11ac,1,,,779.0,Dell,Dell,Dell Inspiron 15,Windows 10 Home,5.14 pounds,15 x 10.02 x 0.8 inches,15 x 10.02 x 0.8 inches,Silver,Intel,4,DDR4 SDRAM,256 GB,Solid State,,AC & Battery,,,PC,,,,,,,,,
1648,15 Inches,,3 GHz core_i7_family,16 GB LPDDR4,,512 GB Flash Memory Solid State,Intel Iris Xe Graphics,Intel,Iris Xe Graphics,"Bluetooth, 802.11ax",,,,2694.83,Dell,Latitude 9000,9520,Windows 10 Pro,3.3 pounds,0.58 x 8.5 x 13.4 inches,0.58 x 8.5 x 13.4 inches,Anodized Titan Gray,Intel,1,DDR4 SDRAM,1,,No,Battery Powered,,1920 x 1080 pixels,PC,,,,,,,,,
1649,11.6 Inches,,1.1 GHz celeron_n4000,4 GB DDR4,,ssd,,Intel,Integrated,Bluetooth,1,1,,269.95,Lenovo,2-in-1 Convertible Chromebook,,Chrome OS,2.65 pounds,,,Grey,Intel,2,,32 GB,,No optical,,,,Chrome,,,,,15 x 10 x 3 inches,,,,
1650,14 Inches,1920 x 1080 Pixels,3 GHz core_i7_family,16 GB,,512 GB SSD,Integrated Intel Iris Xe Graphics,,,,,,,2099.0,Dell,Latitude 7420,Latitude 7420,Windows 10 Pro,5 pounds,,,,Intel,4,DDR4 SDRAM,,ESATA,,,,,PC,,,,,18 x 14 x 4 inches,,,,
1651,15.6 Inches,,core_i7,16 GB,2666 MHz,,,,,802.11ac,,,,799.89,Acer,,Acer Nitro 5,,5.38 pounds,,,,Intel,6,DDR4 SDRAM,256,,,Battery Powered,1 Lithium ion batteries required. (included),,,,,,,18.94 x 12.2 x 2.48 inches,,,,
1652,15.6 Inches,3840 x 2160,4.1 GHz apple_ci7,16 GB DDR4,,512 GB Flash Memory Solid State,AMD Radeon RX Vega M GL,AMD,Dedicated,802.11ac,,4,7 Hours,1539.99,Acer,CN515-51-72FX,CN515-51-72FX,Windows 10 Pro,5.5 pounds,14.17 x 9.53 x 0.97 inches,14.17 x 9.53 x 0.97 inches,White,Intel,4,DDR4 SDRAM,512,Solid State,No Optical Drive,Battery Powered,1 Lithium ion batteries required. (included),,,0.1 RPM,,,,,,,,
1653,14 Inches,1920 x 1080,8032,,2666 MHz,flash_memory_solid_state,Intel UHD Graphics 620,Intel,Integrated,Bluetooth,,,14 Hours,750.0,Dell,Dell Latitude,PT7PN,Windows 10,5.65 pounds,20 x 12 x 3 inches,20 x 12 x 3 inches,,Intel,1,Unknown,256 GB,Unknown,,Battery Powered,1 Lithium ion batteries required. (included),,PC,,,,,,,,,
